DATE,BITCOIN,RIPPLE,ETHEREUM,BITCOIN-CASH,EOS,TETHER,LITECOIN,STELLAR,TRON,BITCOIN-SV,CARDANO,BINANCE-COIN,IOTA,MONERO,DASH,NEM,NEO,ETHEREUM-CLASSIC,MAKER,USD-COIN,ZCASH,WAVES,TEZOS,DOGECOIN,VECHAIN,TRUEUSD,ONTOLOGY,BITCOIN-GOLD,QTUM,ZILLIQA,OMISEGO,0X,CHAINLINK,BASIC-ATTENTION-TOKEN,DECRED,AUGUR,PAXOS-STANDARD-TOKEN,LISK,HOLO,NANO,BITCOIN-DIAMOND,BYTECOIN-BCN,REVAIN,STEEM,ICON,DIGIBYTE,BITSHARES,VERGE,SIACOIN,AETERNITY,STRATIS,GEMINI-DOLLAR,PUNDI-X,BYTOM,IOSTOKEN,KOMODO,DAI,STATUS,POPULOUS,GOLEM,ODEM,FACTOM,ELECTRONEUM,LOOPRING,PAYPIE,CRYPTONEX,REPO,MAIDSAFECOIN,ARDOR,HUOBI-TOKEN,INSIGHT-CHAIN,HYPERCASH,AURORA,MIXIN,WALTONCHAIN,ARK,PIVX,PROJECT-PAI,DECENTRALAND,REDDCOIN,THETA,LINKEY,DIGIXDAO,AION,POWER-LEDGER,KUCOIN-SHARES,TENX,BUGGYRA-COIN-ZERO,DENTACOIN,RAVENCOIN,MONACOIN,CRYPTO-COM,POLYMATH-NETWORK,STASIS-EURS,WANCHAIN,BANCOR,WAX,GXCHAIN,ELASTOS,ZCOIN
"May 12, 2019",6972.37,0.310074,187.33,354.03,5.32,0.995634,84.57,0.098866,0.023754,57.75,0.070086,20.83,0.304703,74.21,124.3,0.055562,9.33,5.82,556.03,0.998353,60.28,2.41,1.22,0.002665,0.006087,0.999177,1.15,21.62,2.41,0.016052,1.67,0.27309,0.65799,0.35362,26.78,20.1,0.998976,1.81,0.001211,1.62,0.888284,0.000904,0.105597,0.311808,0.325328,0.010287,0.054275,0.007128,0.002761,0.452898,0.805917,0.997623,0.000593,0.102015,0.0127,1.1,0.99057,0.021805,1.02,,0.165804,9.26,0.004473,0.055291,0.067664,1.52,0.255358,0.158469,0.073111,2.37,0.307421,1.1,0.015925,183.76,1.92,0.523566,0.585796,0.04173,0.048882,0.001743,0.08583,0.555226,35.99,0.202423,0.106476,1.02,0.22457,0.015677,0.000042,0.045824,0.930389,4.8,0.08325,1.11,0.341143,0.588823,0.063386,1.03,3.21,6.55
"May 11, 2019",7204.77,0.324543,194.3,356.37,5.53,1,89.22,0.104228,0.025273,60.97,0.075171,21.05,0.316552,77.59,124.18,0.06034,9.85,6.08,582.6,0.996858,63.96,2.47,1.27,0.002754,0.006386,0.999915,1.2,22.31,2.57,0.016754,1.79,0.295698,0.678823,0.368901,29.21,21.14,1,1.96,0.001341,1.65,0.968143,0.001036,0.115804,0.331052,0.344628,0.01182,0.056828,0.007559,0.003061,0.479462,0.86334,0.998018,0.00065,0.104997,0.013216,1.18,0.974911,0.023528,1.09,,0.179677,10.86,0.0049,0.058432,0.067664,1.58,0.277667,0.161008,0.076659,2.35,0.322791,1.18,0.019686,179.22,1.96,0.499174,0.619687,0.046197,0.052481,0.001757,0.090316,0.591176,36.64,0.214621,0.111743,1.04,0.246713,0.016432,0.000043,0.048527,0.935315,4.92,0.088913,1.12,0.364853,0.627067,0.06608,1.07,3.42,6.95
"May 10, 2019",6378.85,0.300387,173.14,287.73,4.83,1,77.17,0.092452,0.023613,57.87,0.063428,19.6,0.292895,68.07,112.81,0.051225,8.77,5.64,524.72,1.01,57.54,2.25,1.11,0.002522,0.006084,1.01,1.07,20.15,2.37,0.016259,1.59,0.264033,0.67146,0.363884,25.64,19.52,1.01,1.75,0.001162,1.51,0.840806,0.000929,0.114058,0.309329,0.32113,0.010361,0.05076,0.007067,0.002594,0.453684,0.796684,1,0.000615,0.093643,0.012032,1.13,0.996651,0.021389,1.01,,0.179403,9,0.004967,0.055236,0.067664,1.46,0.238293,0.141523,0.069527,2.28,0.270819,1.08,0.017992,168.59,1.88,0.450295,0.579062,0.040573,0.04834,0.001656,0.086273,0.578823,34.52,0.174586,0.10299,1.04,0.227767,0.014788,0.000039,0.046848,0.871734,4.76,0.083437,1.12,0.328507,0.567719,0.065436,0.936404,3.25,6.37
"May 09, 2019",6174.53,0.296509,170.29,284.19,4.85,0.999281,74.18,0.090232,0.023368,56.74,0.061691,18.83,0.272951,64.69,112.37,0.047416,8.63,5.57,522.19,1,56.49,2.33,1.1,0.0025,0.005981,1.01,1.01,19.82,2.35,0.015738,1.65,0.253387,0.639849,0.281183,25.71,19.03,1,1.76,0.001087,1.46,0.853664,0.000881,0.09919,0.298608,0.293861,0.010295,0.050404,0.006301,0.002433,0.454056,0.739715,1,0.000571,0.092373,0.011353,1.16,0.995364,0.02125,0.939769,,0.187352,8.78,0.005129,0.053272,0.067664,1.41,0.256602,0.140231,0.067913,2.3,0.264122,1.05,0.016367,173.48,1.68,0.429467,0.57115,0.040158,0.046197,0.001727,0.079009,0.571893,36.01,0.170843,0.102439,1.01,0.224092,0.014704,0.000039,0.041894,0.924661,4.49,0.077861,1.11,0.303611,0.560144,0.05993,0.954381,3.11,6.25
"May 08, 2019",5982.46,0.300721,170.95,286.3,4.9,1,74.62,0.093697,0.024637,59.09,0.064606,20.75,0.295375,67.33,118.04,0.051043,9.03,5.73,548.43,1.01,58.27,2.2,1.17,0.002537,0.006298,1.02,1.05,19.51,2.43,0.016591,1.69,0.269451,0.591537,0.31403,25.53,19.95,1.01,1.69,0.00126,1.52,0.882073,0.000861,0.099393,0.311196,0.31752,0.010295,0.051623,0.006758,0.002541,0.473524,0.77819,1,0.000605,0.097298,0.011234,1.07,1,0.02203,1.01,,0.18662,8.79,0.005028,0.058275,0.067664,1.37,0.232467,0.137722,0.067152,2.4,0.26752,1.09,0.017503,177.02,1.8,0.474589,0.600722,0.041952,0.051085,0.001376,0.086689,0.571003,32.51,0.184007,0.10645,1.06,0.238673,0.014788,0.000039,0.046039,0.953363,4.72,0.080752,1.11,0.33461,0.584585,0.066142,0.970688,3.03,6.59
"May 07, 2019",5829.5,0.299684,169.8,286.73,4.87,0.998015,74.69,0.094926,0.023841,52.8,0.064036,20.86,0.286758,65.54,117.53,0.051262,8.94,5.67,558.83,1.01,57.8,2.13,1.2,0.002536,0.006127,1.02,1.05,18.79,2.39,0.016186,1.67,0.263472,0.544724,0.317269,25.51,19.85,1.01,1.65,0.00125,1.53,0.895565,0.000902,0.097656,0.322022,0.320924,0.010606,0.051522,0.006816,0.00262,0.4703,0.775235,0.999233,0.000597,0.097582,0.011091,1.11,0.98291,0.022141,0.999569,,0.195057,8.75,0.005257,0.056679,0.067923,1.33,0.237132,0.1356,0.066362,2.3,0.267964,1.1,0.019792,174.55,1.87,0.461755,0.592896,0.038059,0.05144,0.001516,0.08486,0.585616,29.69,0.189334,0.107061,1.09,0.236584,0.01408,0.000042,0.044036,0.977908,4.9,0.080972,1.11,0.329074,0.578919,0.066445,1.01,3.12,6.64
"May 06, 2019",5746.81,0.302389,172.65,287.66,4.9,0.999546,74.98,0.097809,0.023874,52.84,0.06678,22.21,0.291788,66.55,120.42,0.053532,9.19,5.69,549.74,1.01,60.02,2.15,1.21,0.002542,0.006297,1.02,1.07,18.38,2.43,0.016687,1.66,0.278971,0.57812,0.345647,25.9,20.79,1.01,1.7,0.001287,1.44,0.909304,0.000927,0.095449,0.332342,0.336014,0.010376,0.052106,0.007113,0.002676,0.488575,0.811692,1,0.000625,0.097874,0.01091,1.07,0.997549,0.022445,1.03,,0.201904,8.89,0.005307,0.059658,0.09009,1.32,0.398926,0.132268,0.068668,2.32,0.251232,1.11,0.017387,176.83,2.04,0.490335,0.605746,0.037948,0.05094,0.001532,0.091703,0.589472,29.8,0.190175,0.111045,1.1,0.243104,0.014008,0.000041,0.048565,0.985769,5.01,0.084075,1.12,0.345499,0.595747,0.068549,1.03,3.06,6.48
"May 05, 2019",5795.71,0.302342,163.45,293.95,4.9,1,75.98,0.098927,0.023421,53.66,0.066146,23.02,0.304275,66.08,119.31,0.052544,9.28,5.74,511.88,1.01,59.76,2.08,1.16,0.002653,0.006433,1.02,1.09,18.54,2.47,0.016247,1.58,0.2669,0.506979,0.358949,26.23,20.34,1.01,1.71,0.001246,1.42,0.91928,0.000974,0.09889,0.332823,0.336508,0.010244,0.053975,0.007066,0.002676,0.463562,0.802118,1,0.000633,0.098639,0.010862,1.05,0.9861,0.022105,0.978088,,0.208077,8.99,0.00545,0.055993,0.09009,1.37,0.389813,0.139503,0.067459,2.36,0.248227,1.11,0.017735,176.7,1.98,0.473752,0.588393,0.039128,0.053425,0.001561,0.088579,0.589284,31.31,0.189243,0.109121,1.17,0.256901,0.014126,0.000042,0.049718,1.02,4.98,0.082158,1.14,0.346302,0.570941,0.066351,1.03,3.09,6.38
"May 04, 2019",5831.17,0.304552,164.03,291.49,4.96,1,78.06,0.099677,0.023418,53.57,0.06688,22.88,0.297483,67.79,120.7,0.055107,9.45,5.83,538.49,1.01,60.83,2.16,1.21,0.00268,0.006494,1.02,1.09,18.48,2.5,0.016027,1.61,0.268093,0.494995,0.360978,26.25,20.45,1.01,1.76,0.001138,1.45,0.937386,0.000928,0.105049,0.346595,0.33586,0.010149,0.05347,0.007068,0.002821,0.462255,0.809892,1.01,0.000641,0.100083,0.010772,1.04,0.98996,0.022371,1,,0.214891,9.23,0.005302,0.058251,0.09009,1.37,0.395661,0.13408,0.067617,2.38,0.239716,1.12,0.016911,178.27,2.05,0.467214,0.610397,0.039711,0.049875,0.001633,0.089663,0.58486,33.05,0.200063,0.108913,1.17,0.234046,0.014412,0.000042,0.04923,1.03,4.96,0.082842,1.14,0.348596,0.572912,0.066321,1.04,3.14,6.55
"May 03, 2019",5768.29,0.308222,167.95,293.01,5.09,1,79.33,0.102295,0.024073,54.16,0.069858,23.75,0.297815,67.02,121.1,0.056321,9.99,6.07,545.79,1.02,62.63,2.2,1.31,0.002721,0.006669,1.02,1.14,18.56,2.62,0.017019,1.7,0.281411,0.512165,0.378186,26.25,20.68,1.02,1.82,0.001323,1.5,0.943345,0.000918,0.103795,0.354948,0.339104,0.010674,0.055541,0.007403,0.002798,0.484343,0.843534,1,0.000656,0.105213,0.011643,1.04,0.975033,0.022943,1.05,,0.222713,9.33,0.005346,0.059727,0.09009,1.35,0.333174,0.137039,0.067333,2.41,0.232886,1.19,0.016693,183.4,2.12,0.492551,0.628869,0.041401,0.052475,0.001672,0.095604,0.591963,30.24,0.202824,0.111157,1.2,0.247737,0.014693,0.000044,0.050279,1.04,4.87,0.086275,1.13,0.36413,0.615745,0.069249,1.09,3.31,6.84
"May 02, 2019",5505.28,0.303239,162.12,270.18,4.79,1,73.78,0.100275,0.023652,53.14,0.068579,23.59,0.295089,64.41,117.24,0.056053,9.89,5.79,556.49,1.02,59.77,2.17,1.29,0.002611,0.006489,1.03,1.11,16.82,2.59,0.018032,1.69,0.275777,0.463421,0.380055,24.76,20.46,1.02,1.75,0.001289,1.48,0.919699,0.000909,0.096765,0.355246,0.335785,0.01042,0.053138,0.007441,0.00274,0.487533,0.828277,1,0.000644,0.101789,0.011341,1.03,1,0.023134,1.1,,0.22676,9.01,0.005031,0.059921,0.09009,1.34,0.359016,0.129816,0.065999,2.37,0.234545,1.18,0.017351,173.34,2.12,0.484527,0.622004,0.040567,0.051275,0.001651,0.096084,0.576139,27.94,0.180287,0.112587,1.19,0.247581,0.013756,0.000042,0.05125,1.05,4.76,0.086501,1.12,0.367421,0.614089,0.070097,1.06,3.17,6.57
"May 01, 2019",5402.7,0.304696,160.82,271.82,4.78,1,73.66,0.101351,0.023776,53.53,0.069014,21.95,0.300112,64.96,117.19,0.055947,9.74,5.84,534.31,1.01,61.15,2.17,1.2,0.002521,0.006588,1.02,1.12,16.8,2.44,0.017459,1.6,0.27816,0.476025,0.389092,24.34,20.54,1.01,1.75,0.001276,1.51,0.913285,0.000903,0.09261,0.349158,0.33462,0.010445,0.052222,0.007547,0.002741,0.463469,0.83733,1,0.000642,0.100151,0.011365,0.975587,1.01,0.02273,1.11,,0.228688,8.88,0.00507,0.059293,0.09008,1.32,0.351252,0.13157,0.067857,2.37,0.232638,1.15,0.014674,172.68,2.14,0.471507,0.628522,0.044226,0.051491,0.00162,0.095748,0.583327,27.96,0.176433,0.11147,1.18,0.237861,0.014311,0.000041,0.05226,1.07,4.78,0.08607,1.12,0.367373,0.610538,0.073228,1.07,3.19,6.39
"Apr 30, 2019",5350.73,0.309476,162.17,267.76,4.83,1.01,74.28,0.099953,0.023971,54.19,0.070346,22.13,0.304703,62.1,111.79,0.056162,9.8,5.9,549.33,1.02,60.58,2.25,1.22,0.002513,0.006252,1.02,1.11,16.25,2.45,0.017296,1.58,0.280328,0.47317,0.38442,23.62,21.28,1.01,1.75,0.001295,1.53,0.913749,0.000904,0.092438,0.355034,0.341712,0.010615,0.052111,0.007481,0.002726,0.46645,0.856533,1,0.000669,0.101671,0.011389,0.979445,1.02,0.022963,1.14,,0.228209,8.47,0.00522,0.059665,0.090799,1.35,0.270361,0.132164,0.067233,2.37,0.233397,1.15,0.013962,173.42,2.15,0.486928,0.62871,0.043941,0.051176,0.001604,0.093511,0.58994,29.26,0.177907,0.113873,1.19,0.246793,0.014107,0.000045,0.050581,1.08,4.88,0.084565,1.13,0.359048,0.61313,0.071033,1.07,3.19,6.39
"Apr 29, 2019",5247.35,0.294289,155.2,236.61,4.53,1,67.96,0.096475,0.022839,52.75,0.064631,21.71,0.309312,60.54,108.11,0.054537,9.43,5.57,547.15,1.02,58.48,2,1.13,0.002466,0.005853,1.03,1.05,15.7,2.34,0.016536,1.48,0.273643,0.433501,0.376693,23.13,20.72,1.02,1.72,0.001236,1.4,0.8802,0.000858,0.091039,0.335351,0.327881,0.010603,0.050537,0.007158,0.00265,0.445522,0.808918,1,0.000621,0.097682,0.010904,0.935087,0.994742,0.021905,1.12,,0.275037,8.34,0.00486,0.057087,0.088659,1.31,0.22419,0.12906,0.064104,2.28,0.215848,1.11,0.014846,162.64,1.98,0.468878,0.601825,0.043714,0.048526,0.001592,0.09088,0.579464,29.06,0.174834,0.109172,1.17,0.231928,0.0135,0.000042,0.047252,0.999351,4.49,0.081555,1.12,0.336669,0.588102,0.066088,1.03,2.99,6.16
"Apr 28, 2019",5285.14,0.297426,157.3,255.47,4.72,0.993873,69.73,0.098736,0.023592,54.28,0.068591,22.9,0.274111,61.23,110.24,0.057369,9.3,5.58,548.02,1.02,60.1,2.1,1.17,0.002531,0.006042,1.03,1.11,16.09,2.38,0.017338,1.52,0.277532,0.448218,0.403177,24.16,21.48,1.02,1.74,0.001262,1.55,0.914564,0.000852,0.092482,0.356506,0.354201,0.01085,0.052737,0.007558,0.002718,0.451312,0.85908,1,0.00064,0.097278,0.010813,1,0.990528,0.022738,1.17,,0.269687,8.4,0.004916,0.059123,0.088659,1.31,0.341593,0.138931,0.068368,2.29,0.217246,1.16,0.015345,170.52,2.06,0.501441,0.638214,0.043191,0.049215,0.001679,0.099299,0.57199,30.98,0.179088,0.112407,1.15,0.249665,0.014123,0.000041,0.053486,1.06,4.57,0.085252,1.12,0.343765,0.599717,0.070191,1.07,2.94,6.49
"Apr 27, 2019",5268.29,0.296741,158.43,263.94,4.71,0.994751,72.12,0.099951,0.023643,54.5,0.070196,22.34,0.27386,62.55,109.64,0.059049,9.49,5.5,521.22,1.01,61.53,2.17,1.22,0.002516,0.006133,1.03,1.14,16.17,2.4,0.017916,1.57,0.285399,0.441571,0.390431,23.17,21.84,1.02,1.78,0.001272,1.57,0.944749,0.000851,0.094925,0.351215,0.360937,0.011052,0.054115,0.007688,0.002749,0.460458,0.888237,1,0.000648,0.098712,0.011657,1.01,0.988967,0.022841,1.19,,0.240025,8.42,0.004864,0.059268,0.088659,1.31,0.37821,0.127346,0.067459,2.2,0.217291,1.17,0.01587,171.33,2.15,0.511719,0.655789,0.041243,0.049605,0.001691,0.102418,0.563724,29.65,0.185507,0.112569,1.17,0.247966,0.013807,0.000048,0.055445,0.916985,4.66,0.087232,1.12,0.351813,0.609007,0.071275,1.11,3.16,6.66
"Apr 26, 2019",5279.35,0.298502,156.35,263.88,4.74,0.991103,73.12,0.09914,0.023892,53.84,0.069219,22.87,0.269564,62.09,109.46,0.058606,9.41,5.44,500.45,1.02,61.38,2.2,1.15,0.002519,0.006076,1.03,1.05,16.36,2.37,0.017103,1.51,0.268758,0.436926,0.377215,22.91,22.1,1.02,1.76,0.001261,1.57,0.932775,0.000851,0.092769,0.34352,0.357282,0.011411,0.052972,0.00752,0.002682,0.452446,0.846876,1,0.000649,0.096833,0.010634,0.963904,0.975366,0.02257,1.15,,0.190734,8.41,0.004702,0.057362,0.086535,1.32,0.381238,0.123785,0.066751,2.2,0.215672,1.16,0.015765,170.92,2.1,0.487202,0.643128,0.040873,0.050216,0.001735,0.102921,0.569666,31.14,0.170597,0.110075,1.15,0.252055,0.014294,0.000042,0.052593,0.939081,4.57,0.0847,1.11,0.344235,0.601815,0.068484,1.1,3.03,6.49
"Apr 25, 2019",5210.52,0.289384,154.46,266.85,4.59,0.992808,71.25,0.099075,0.023,51.4,0.069244,22.24,0.271322,61.3,108.63,0.057237,9.56,5.4,509.38,1.01,61.75,2.22,1.12,0.002506,0.006003,1.01,1.02,15.21,2.34,0.017349,1.5,0.272166,0.445506,0.386984,23.05,21.39,1.01,1.75,0.001241,1.63,0.948592,0.000862,0.097663,0.34102,0.354284,0.011155,0.05254,0.007667,0.00276,0.462298,0.868845,0.997395,0.000629,0.096886,0.010267,0.931909,0.971129,0.02242,1.18,,0.200161,8.38,0.004848,0.05871,0.073989,1.28,0.38892,0.115344,0.067979,2.16,0.214565,1.12,0.015376,167.29,2.15,0.508057,0.688071,0.039576,0.049392,0.00171,0.09452,0.548856,25.85,0.172407,0.11117,1.16,0.229519,0.013347,0.000042,0.051973,1,4.4,0.087019,1.11,0.346649,0.596945,0.063239,1.08,2.99,6.83
"Apr 24, 2019",5464.87,0.302318,165.83,278.94,4.81,1.01,73.31,0.103259,0.023416,54.1,0.072645,23.13,0.288503,67.68,115.41,0.058249,9.96,5.6,576.55,0.998931,65.07,2.4,1.23,0.002599,0.006437,1.01,1.13,15.94,2.51,0.019303,1.67,0.289879,0.478313,0.416571,25.21,21.75,0.999505,1.86,0.00129,1.79,0.948503,0.000925,0.102914,0.36697,0.389783,0.011732,0.055623,0.008164,0.002879,0.486598,0.928096,0.999311,0.000663,0.099136,0.011389,0.991074,0.99833,0.023493,1.22,,0.209772,8.81,0.005011,0.059002,0.079438,1.33,0.393189,0.127192,0.073265,2.35,0.227019,1.18,0.016083,175.67,2.36,0.541859,0.75817,0.042449,0.052591,0.001904,0.100429,0.55217,29.1,0.184279,0.121002,1.18,0.24326,0.014091,0.000042,0.056848,1.02,4.55,0.095929,1.13,0.378827,0.637842,0.066282,1.2,3.24,7.06
"Apr 23, 2019",5572.36,0.321222,171.45,291.17,5.18,1.01,74.85,0.111824,0.024467,56.33,0.074524,22.88,0.301161,69.33,118.74,0.063298,10.4,5.96,601.57,0.999439,67.35,2.62,1.46,0.002772,0.006758,1.01,1.18,16.9,2.68,0.020064,1.77,0.302989,0.481483,0.421706,25.18,21.7,1,1.95,0.001358,1.94,1.06,0.000927,0.112003,0.399995,0.383117,0.012983,0.060789,0.00883,0.00294,0.537904,0.978221,1,0.000692,0.106685,0.012317,1.05,0.980078,0.025177,1.32,,0.185476,9.13,0.005125,0.063292,0.05575,1.37,0.559195,0.126816,0.080505,2.42,0.241634,1.28,0.017437,194.08,2.49,0.575573,0.836681,0.047292,0.05608,0.001774,0.110794,0.582972,32.59,0.190287,0.126559,1.23,0.262947,0.014499,0.000045,0.062037,1.09,4.86,0.104563,1.12,0.414458,0.679756,0.07099,1.3,3.71,7.72
"Apr 22, 2019",5399.37,0.323934,171.87,292.81,5.25,1.01,76.95,0.113495,0.025153,57.81,0.07804,23.91,0.310028,68.59,122.7,0.064089,10.82,5.94,606.91,1,69.02,2.63,1.35,0.002798,0.006986,1,1.23,16.99,2.76,0.020967,1.87,0.313052,0.496664,0.400512,25.68,22.92,0.99999,2,0.001392,1.77,1.07,0.0009,0.129705,0.417213,0.408079,0.01301,0.061956,0.008504,0.00307,0.561228,1.05,1.01,0.000697,0.110751,0.013518,1.09,0.998926,0.026344,1.33,,0.182653,9.44,0.005336,0.067036,0.100274,1.39,0.333459,0.131068,0.081883,2.46,0.232994,1.3,0.01676,193.47,2.57,0.597685,0.907113,0.050967,0.055728,0.00167,0.112107,0.600625,35.3,0.192122,0.127044,1.18,0.275723,0.01432,0.000045,0.061993,1.09,5.03,0.109531,1.15,0.434061,0.690745,0.078302,1.34,3.7,8.01
"Apr 21, 2019",5314.53,0.322449,170.05,290.48,5.25,1.01,77.33,0.112404,0.024985,56.63,0.074106,24.19,0.306223,68.72,121.56,0.063279,10.55,5.93,603.4,1,68.27,2.61,1.32,0.00276,0.006816,1.01,1.23,16.68,2.72,0.021047,1.86,0.314682,0.499498,0.444291,25.49,20.89,0.998521,1.99,0.001389,1.68,1.06,0.000888,0.127771,0.415771,0.361229,0.012708,0.061354,0.008214,0.002921,0.547985,1.06,1,0.00069,0.110372,0.013926,1.09,0.989095,0.025354,1.35,,0.176833,9.48,0.005259,0.068242,0.100274,1.42,0.409095,0.137771,0.080341,2.46,0.237117,1.31,0.015658,197.32,2.58,0.605531,0.915217,0.052021,0.055055,0.001677,0.115076,0.606385,26.36,0.187826,0.128818,1.18,0.267405,0.016249,0.000043,0.063097,1.13,5.16,0.109884,1.16,0.411669,0.691686,0.082594,1.32,3.92,7.85
"Apr 20, 2019",5337.89,0.328476,173.75,300.75,5.47,1.01,81.51,0.115532,0.026188,58.75,0.076506,25.01,0.312572,69.52,123.53,0.064325,10.95,6.25,620.35,1,69.75,2.67,1.34,0.002902,0.007018,1.01,1.31,17.26,2.88,0.021889,1.96,0.322755,0.515661,0.414227,25.53,21.68,0.99856,2.03,0.001447,1.73,1.11,0.000923,0.135076,0.447339,0.378026,0.013194,0.062477,0.008472,0.003048,0.579269,1.13,1,0.000693,0.118098,0.013821,1.11,0.988659,0.026452,1.4,,0.163245,9.03,0.005442,0.07428,0.100274,1.46,0.418298,0.14262,0.082104,2.55,0.245941,1.41,0.016911,206.03,2.73,0.632872,0.919671,0.055083,0.058518,0.0017,0.123417,0.625285,26.32,0.191327,0.124607,1.26,0.283016,0.016226,0.000044,0.065265,1.32,4.99,0.113658,1.16,0.430665,0.712736,0.087259,1.31,4.08,8.13
"Apr 19, 2019",5303.81,0.331902,173.71,306.81,5.49,1.01,82.57,0.115737,0.026559,59.4,0.0795,24.48,0.310967,68.57,123.05,0.063644,11.1,6.29,622.32,1,69.94,2.68,1.36,0.002893,0.007227,1.01,1.3,17.32,2.93,0.022219,1.98,0.328062,0.51427,0.3776,25.04,22.1,1,2.03,0.001409,1.72,1.15,0.000927,0.129474,0.429605,0.369696,0.013533,0.063428,0.008546,0.003076,0.551152,1.13,1,0.000705,0.119093,0.012669,1.05,0.985735,0.026595,1.44,,0.160445,9.02,0.005345,0.076099,0.100288,1.44,0.412494,0.142465,0.081769,2.63,0.244555,1.41,0.017264,204,2.53,0.646957,0.931227,0.053645,0.059173,0.001743,0.122095,0.624159,24.49,0.194021,0.123064,1.24,0.306325,0.009994,0.000045,0.066267,0.645214,4.79,0.114815,1.13,0.445001,0.707922,0.089358,1.32,3.99,8.35
"Apr 18, 2019",5298.39,0.337065,173.81,306.96,5.5,1,82.07,0.117363,0.026953,59.49,0.081775,22.04,0.310458,69.16,124.24,0.064695,11.27,6.34,674.28,1,70.37,2.71,1.38,0.002946,0.007316,1.01,1.34,17.3,2.95,0.022146,1.98,0.332832,0.524362,0.35192,25.06,21.31,1,2.05,0.001443,1.66,1.12,0.00092,0.125144,0.427179,0.37426,0.013833,0.063121,0.008627,0.00311,0.558511,1.12,1.01,0.000713,0.1203,0.012985,1.12,0.990243,0.027164,1.44,,0.158217,9.19,0.005025,0.073996,0.121642,1.43,0.334894,0.141968,0.081294,2.4,0.249912,1.44,0.017215,204.6,2.31,0.642538,0.939437,0.054758,0.056716,0.001745,0.126318,0.661068,24.6,0.196698,0.122542,1.28,0.301526,0.008138,0.000044,0.058255,0.642061,4.61,0.11615,1.13,0.434758,0.708498,0.090307,1.33,3.8,8.33
"Apr 17, 2019",5251.94,0.335453,166.95,310.8,5.46,1.01,79.33,0.116636,0.026775,55.34,0.083074,19.6,0.309791,67.48,120.61,0.064343,11.01,6.23,649.68,1.01,70.36,2.67,1.27,0.00281,0.007071,1.01,1.33,17.12,2.86,0.021436,1.95,0.332696,0.500259,0.334325,24.8,20.09,1,2.02,0.001463,1.61,1.08,0.000926,0.126435,0.428029,0.363992,0.01311,0.062722,0.008605,0.003076,0.550292,1.1,1,0.000704,0.119423,0.013097,1.16,0.988045,0.026538,1.46,,0.150184,9.02,0.005164,0.071937,0.067325,1.43,0.319577,0.139589,0.079573,2.27,0.252532,1.41,0.016168,203.11,2.2,0.643179,0.968266,0.055368,0.056274,0.001725,0.128515,0.662667,19.16,0.196874,0.123783,1.22,0.281084,0.01514,0.000043,0.059687,0.629338,4.37,0.112184,1.13,0.421632,0.68728,0.087998,1.34,3.85,7.96
"Apr 16, 2019",5235.56,0.327218,167.62,318.31,5.55,1.01,81.35,0.117505,0.027037,57.47,0.083783,19.83,0.312704,68.9,121.55,0.065427,10.96,6.31,632.89,1.01,69.66,2.69,1.15,0.002835,0.007041,1.01,1.32,16.93,2.92,0.021314,1.93,0.324921,0.503054,0.325965,24.61,19.14,1,2.05,0.001308,1.54,1.08,0.000909,0.124241,0.421155,0.37018,0.013235,0.062436,0.008645,0.003136,0.556762,1.09,1.01,0.00071,0.122562,0.013169,1.05,0.992796,0.026829,1.45,,0.153661,8.96,0.005383,0.073891,0.124103,1.41,0.296939,0.13949,0.080311,2.3,0.259938,1.42,0.016713,206.69,2.16,0.637152,0.945377,0.055719,0.05754,0.001722,0.132593,0.677267,19.51,0.18397,0.119906,1.2,0.291513,0.016826,0.000044,0.058378,0.636312,4.23,0.11145,1.13,0.417518,0.692952,0.081768,1.35,3.88,8.09
"Apr 15, 2019",5067.11,0.320913,161.57,314.12,5.38,1,79.05,0.113629,0.026491,59.29,0.082307,19.4,0.303264,64.35,119.21,0.065151,10.73,6.19,632.78,0.99898,67.35,2.63,1.07,0.00279,0.006811,1,1.31,16.59,2.83,0.020682,1.87,0.309105,0.492214,0.294271,24.12,18.8,1,1.94,0.00124,1.52,1.07,0.000875,0.123954,0.414043,0.357257,0.012895,0.061733,0.008257,0.003099,0.542185,1.06,0.995125,0.000684,0.120076,0.012887,1.03,0.960493,0.024971,1.43,,0.16515,8.65,0.005586,0.071921,0.062359,1.38,0.452234,0.131626,0.076685,2.26,0.267498,1.41,0.017162,209.36,2.07,0.615642,0.932987,0.056906,0.052638,0.001648,0.118215,0.65852,18.99,0.175893,0.117312,1.12,0.29576,0.016136,0.000044,0.058862,0.62608,4.01,0.107773,1.12,0.406464,0.664424,0.078848,1.3,3.78,7.86
